Unnamed: 0,Family,Genus,Species,Subspecies,species_name_provided,authority_name_provided
4106,Geometridae,Hydriomena,musga,,Hydriomena musga,
4107,Geometridae,Hydriomena,picturata,,Hydriomena picturata,
4108,Geometridae,Hydriomena,polyphonta,,Hydriomena polyphonta,
4109,Geometridae,Hydriomena,proba,,Hydriomena proba,
4110,Geometridae,Hydriomena,Sullivan2034,,Hydriomena Sullivan2034,
4111,Geometridae,Hydriomena,Sullivan2249,,Hydriomena Sullivan2249,
4112,Geometridae,Hydriomena,tectoria,,Hydriomena tectoria,
4113,Geometridae,Hydriomena,vernata,,Hydriomena vernata,
4114,Geometridae,Pterocypha,gibberosa,,Pterocypha gibberosa,
4115,Geometridae,Perizoma,basiplaga,,Perizoma basiplaga,
4116,Geometridae,Perizoma,cinereolimitata,,Perizoma cinereolimitata,
4117,Geometridae,Perizoma,taetrica,,Perizoma taetrica,
4118,Geometridae,Anthalma,artemas,,Anthalma artemas,
4119,Geometridae,Anthalma,latifasciata,,Anthalma latifasciata,
4120,Geometridae,Psaliodes,apicenotata,,Psaliodes apicenotata,
4121,Geometridae,Psaliodes,aurativena,,Psaliodes aurativena,
4122,Geometridae,Psaliodes,claudiaria,,Psaliodes claudiaria,
4123,Geometridae,Psaliodes,coacta,,Psaliodes coacta,
4124,Geometridae,Psaliodes,confusa,,Psaliodes confusa,
4125,Geometridae,Psaliodes,crassinota,,Psaliodes crassinota,
4126,Geometridae,Psaliodes,crispata,,Psaliodes crispata,
4127,Geometridae,Psaliodes,cronia,,Psaliodes cronia,
4128,Geometridae,Psaliodes,cydna,,Psaliodes cydna,
4129,Geometridae,Psaliodes,cynthia,,Psaliodes cynthia,
4130,Geometridae,Psaliodes,demasaria,,Psaliodes demasaria,
4131,Geometridae,Psaliodes,electa,,Psaliodes electa,
4132,Geometridae,Psaliodes,hieroglyphica,,Psaliodes hieroglyphica,
4133,Geometridae,Psaliodes,infantula,,Psaliodes infantula,
4134,Geometridae,Psaliodes,infulata,,Psaliodes infulata,
4135,Geometridae,Psaliodes,interstrata,,Psaliodes interstrata,
4136,Geometridae,Psaliodes,Janzen30,,Psaliodes Janzen30,
4137,Geometridae,Psaliodes,nucleata,,Psaliodes nucleata,
4138,Geometridae,Psaliodes,philetus,,Psaliodes philetus,
4139,Geometridae,Psaliodes,planiplaga,,Psaliodes planiplaga,
4140,Geometridae,Psaliodes,plumbescens,,Psaliodes plumbescens,
4141,Geometridae,Psaliodes,pomona,,Psaliodes pomona,
4142,Geometridae,Psaliodes,posides,,Psaliodes posides,
4143,Geometridae,Psaliodes,samaniegoi,,Psaliodes samaniegoi,
4144,Geometridae,Psaliodes,semisecta,,Psaliodes semisecta,
4145,Geometridae,Psaliodes,simplex,,Psaliodes simplex,
4146,Geometridae,Psaliodes,subochreofusa,,Psaliodes subochreofusa,
4147,Geometridae,Psaliodes,sutum,,Psaliodes sutum,
4148,Geometridae,Psaliodes,tripita,,Psaliodes tripita,
4149,Geometridae,Obila,pannosata,,Obila pannosata,
4150,Geometridae,Triphosa,gavara,,Triphosa gavara,
4151,Geometridae,Heterusia,dividata,,Heterusia dividata,
4152,Geometridae,Disclisioprocta,stellata,,Disclisioprocta stellata,
4153,Geometridae,Orthonama,corteza,,Orthonama corteza,
4154,Geometridae,Orthonama,discataria,,Orthonama discataria,
4155,Geometridae,Orthonama,dryasaria,,Orthonama dryasaria,
4156,Geometridae,Orthonama,flavillacea,,Orthonama flavillacea,
4157,Geometridae,Xanthorhoe,apollosaria,,Xanthorhoe apollosaria,
4158,Geometridae,Xanthorhoe,cyane,,Xanthorhoe cyane,
4159,Geometridae,Xanthorhoe,lucasaria,,Xanthorhoe lucasaria,
4160,Geometridae,Xanthorhoe,politula,,Xanthorhoe politula,
4161,Geometridae,Xanthorhoe,zenasaria,,Xanthorhoe zenasaria,
4162,Geometridae,Almodes,terraria,,Almodes terraria,
4163,Geometridae,Ergavia,carinenta,,Ergavia carinenta,
4164,Geometridae,Ergavia,merops,,Ergavia merops,
4165,Geometridae,Macrotes,commatica,,Macrotes commatica,
4166,Geometridae,Macrotes,cordovaria,,Macrotes cordovaria,
4167,Geometridae,Anisodes,albidiscata,,Anisodes albidiscata,
4168,Geometridae,Anisodes,aquila,,Anisodes aquila,
4169,Geometridae,Anisodes,aurantiata,,Anisodes aurantiata,
4170,Geometridae,Anisodes,binocellaria,,Anisodes binocellaria,
4171,Geometridae,Anisodes,erastus,,Anisodes erastus,
4172,Geometridae,Anisodes,griseomixta,,Anisodes griseomixta,
4173,Geometridae,Anisodes,insigniata,,Anisodes insigniata,
4174,Geometridae,Anisodes,marginepunctata,,Anisodes marginepunctata,
4175,Geometridae,Anisodes,megista,,Anisodes megista,
4176,Geometridae,Anisodes,melitia,,Anisodes melitia,
4177,Geometridae,Anisodes,nivestrota,,Anisodes nivestrota,
4178,Geometridae,Anisodes,nodigera,,Anisodes nodigera,
4179,Geometridae,Anisodes,proconcava,,Anisodes proconcava,
4180,Geometridae,Anisodes,prunelliaria,,Anisodes prunelliaria,
4181,Geometridae,Anisodes,purgata,,Anisodes purgata,
4182,Geometridae,Anisodes,raspata,,Anisodes raspata,
4183,Geometridae,Anisodes,ruficeps,,Anisodes ruficeps,
4184,Geometridae,Anisodes,ruficosta,,Anisodes ruficosta,
4185,Geometridae,Anisodes,scintillans,,Anisodes scintillans,
4186,Geometridae,Anisodes,silas,,Anisodes silas,
4187,Geometridae,Anisodes,sopater,,Anisodes sopater,
4188,Geometridae,Anisodes,tharossa,,Anisodes tharossa,
4189,Geometridae,Anisodes,timotheus,,Anisodes timotheus,
4190,Geometridae,Anisodes,transecta,,Anisodes transecta,
4191,Geometridae,Anisodes,tychicus,,Anisodes tychicus,
4192,Geometridae,Anisodes,urcearia,,Anisodes urcearia,
4193,Geometridae,Anisodes,vineotincta,,Anisodes vineotincta,
4194,Geometridae,Cyclophora,coecaria,,Cyclophora coecaria,
4195,Geometridae,Cyclophora,semirosea,,Cyclophora semirosea,
4196,Geometridae,Cyclophora,stella,,Cyclophora stella,
4197,Geometridae,Dithecodes,distracta,,Dithecodes distracta,
4198,Geometridae,Pleuroprucha,asthenaria,,Pleuroprucha asthenaria,
4199,Geometridae,Pleuroprucha,hypoxia,,Pleuroprucha hypoxia,
4200,Geometridae,Pleuroprucha,rudimentaria,,Pleuroprucha rudimentaria,
4201,Geometridae,Trygodes,amphion,,Trygodes amphion,
4202,Geometridae,Trygodes,musivaria,,Trygodes musivaria,
4203,Geometridae,Trygodes,niobe,,Trygodes niobe,
4204,Geometridae,Trygodes,solaniferata,,Trygodes solaniferata,
4205,Geometridae,Trygodes,viridiplena,,Trygodes viridiplena,
4206,Geometridae,Atyria,commoda,,Atyria commoda,
4207,Geometridae,Cyllopoda,jatropharia,,Cyllopoda jatropharia,
4208,Geometridae,Hemipterodes,divaricata,,Hemipterodes divaricata,
4209,Geometridae,Hemipterodes,rotundata,,Hemipterodes rotundata,
4210,Geometridae,Hemipterodes,subnigrata,,Hemipterodes subnigrata,
4211,Geometridae,Hemipterodes,subrotundata,,Hemipterodes subrotundata,
4212,Geometridae,Semaeopus,bimacula,,Semaeopus bimacula,
4213,Geometridae,Semaeopus,caecaria,,Semaeopus caecaria,
4214,Geometridae,Semaeopus,caparonensis,,Semaeopus caparonensis,
4215,Geometridae,Semaeopus,ciliata,,Semaeopus ciliata,
4216,Geometridae,Semaeopus,dentilinea,,Semaeopus dentilinea,
4217,Geometridae,Semaeopus,directilinea,,Semaeopus directilinea,
4218,Geometridae,Semaeopus,exquisitata,,Semaeopus exquisitata,
4219,Geometridae,Semaeopus,fulvescens,,Semaeopus fulvescens,
4220,Geometridae,Semaeopus,fuscicosta,,Semaeopus fuscicosta,
4221,Geometridae,Semaeopus,illimitata,,Semaeopus illimitata,
4222,Geometridae,Semaeopus,ladrilla,,Semaeopus ladrilla,
4223,Geometridae,Semaeopus,marginata,,Semaeopus marginata,
4224,Geometridae,Semaeopus,masinissa,,Semaeopus masinissa,
4225,Geometridae,Semaeopus,micipsa,,Semaeopus micipsa,
4226,Geometridae,Semaeopus,miniata,,Semaeopus miniata,
4227,Geometridae,Semaeopus,nisa,,Semaeopus nisa,
4228,Geometridae,Semaeopus,orbona,,Semaeopus orbona,
4229,Geometridae,Semaeopus,peplumaria,,Semaeopus peplumaria,
4230,Geometridae,Semaeopus,permanata,,Semaeopus permanata,
4231,Geometridae,Semaeopus,redundata,,Semaeopus redundata,
4232,Geometridae,Semaeopus,sabuloides,,Semaeopus sabuloides,
4233,Geometridae,Semaeopus,scriptilinea,,Semaeopus scriptilinea,
4234,Geometridae,Semaeopus,semibrunnea,,Semaeopus semibrunnea,
4235,Geometridae,Semaeopus,subtincta,,Semaeopus subtincta,
4236,Geometridae,Semaeopus,tergilinea,,Semaeopus tergilinea,
4237,Geometridae,Semaeopus,tertullus,,Semaeopus tertullus,
4238,Geometridae,Semaeopus,trophinus,,Semaeopus trophinus,
4239,Geometridae,Semaeopus,varia,,Semaeopus varia,
4240,Geometridae,Semaeopus,viridiplaga,,Semaeopus viridiplaga,
4241,Geometridae,Smicropus,intercepta,,Smicropus intercepta,
4242,Geometridae,Smicropus,laeta,,Smicropus laeta,
4243,Geometridae,Haemalea,macoaria,,Haemalea macoaria,
4244,Geometridae,Haemalea,partita,,Haemalea partita,
4245,Geometridae,Haemalea,punctilinea,,Haemalea punctilinea,
4246,Geometridae,Proutoscia,fenestraria,,Proutoscia fenestraria,
4247,Geometridae,Proutoscia,mirifica,,Proutoscia mirifica,
4248,Geometridae,Ametris,nitocris,,Ametris nitocris,
4249,Geometridae,Tricentra,ascantia,,Tricentra ascantia,
4250,Geometridae,Tricentra,benevisio,,Tricentra benevisio,
4251,Geometridae,Tricentra,euriopis,,Tricentra euriopis,
4252,Geometridae,Tricentra,fumata,,Tricentra fumata,
4253,Geometridae,Tricentra,gavisata,,Tricentra gavisata,
4254,Geometridae,Tricentra,quadrigata,,Tricentra quadrigata,
4255,Geometridae,Tricentra,unimacula,,Tricentra unimacula,
4256,Geometridae,Tricentra,vinosata,,Tricentra vinosata,
4257,Geometridae,Acratodes,praepeditaria,,Acratodes praepeditaria,
4258,Geometridae,Crypsityla,quinquelineata,,Crypsityla quinquelineata,
4259,Geometridae,Leptostales,angulata,,Leptostales angulata,
4260,Geometridae,Leptostales,crossii,,Leptostales crossii,
4261,Geometridae,Leptostales,delila,,Leptostales delila,
4262,Geometridae,Leptostales,hegeter,,Leptostales hegeter,
4263,Geometridae,Leptostales,hepaticaria,,Leptostales hepaticaria,
4264,Geometridae,Leptostales,incarnata,,Leptostales incarnata,
4265,Geometridae,Leptostales,pannaria,,Leptostales pannaria,
4266,Geometridae,Leptostales,pulida,,Leptostales pulida,
4267,Geometridae,Leptostales,subrubella,,Leptostales subrubella,
4268,Geometridae,Leptostales,vitticostata,,Leptostales vitticostata,
4269,Geometridae,Scopula,aniaria,,Scopula aniaria,
4270,Geometridae,Scopula,apparitaria,,Scopula apparitaria,
4271,Geometridae,Scopula,benitaria,,Scopula benitaria,
4272,Geometridae,Scopula,calotis,,Scopula calotis,
4273,Geometridae,Scopula,candida,,Scopula candida,
4274,Geometridae,Scopula,compensata,,Scopula compensata,
4275,Geometridae,Scopula,eburneata,,Scopula eburneata,
4276,Geometridae,Scopula,phyxelis,,Scopula phyxelis,
4277,Geometridae,Scopula,privata,,Scopula privata,
4278,Geometridae,Scopula,umbilicata,,Scopula umbilicata,
4279,Geometridae,Arcobara,perlineata,,Arcobara perlineata,
4280,Geometridae,Euacidalia,certissa,,Euacidalia certissa,
4281,Geometridae,Idaea,adipata,,Idaea adipata,
4282,Geometridae,Idaea,angulata,,Idaea angulata,
4283,Geometridae,Idaea,asceta,,Idaea asceta,
4284,Geometridae,Idaea,balmata,,Idaea balmata,
4285,Geometridae,Idaea,BioLep206,,Idaea BioLep206,
4286,Geometridae,Idaea,BioLep349,,Idaea BioLep349,
4287,Geometridae,Idaea,BioLep373,,Idaea BioLep373,
4288,Geometridae,Idaea,caudata,,Idaea caudata,
4289,Geometridae,Idaea,celtima,,Idaea celtima,
4290,Geometridae,Idaea,complexaria,,Idaea complexaria,
4291,Geometridae,Idaea,contractalis,,Idaea contractalis,
4292,Geometridae,Idaea,derosa,,Idaea derosa,
4293,Geometridae,Idaea,elata,,Idaea elata,
4294,Geometridae,Idaea,fervens,,Idaea fervens,
4295,Geometridae,Idaea,flavicosta,,Idaea flavicosta,
4296,Geometridae,Idaea,furciferata,,Idaea furciferata,
4297,Geometridae,Idaea,gemma,,Idaea gemma,
4298,Geometridae,Idaea,griseinitens,,Idaea griseinitens,
4299,Geometridae,Idaea,helleria,,Idaea helleria,
4300,Geometridae,Idaea,kendallaria,,Idaea kendallaria,
4301,Geometridae,Idaea,muscifasciata,,Idaea muscifasciata,
4302,Geometridae,Idaea,orilochia,,Idaea orilochia,
4303,Geometridae,Idaea,pervertipennis,,Idaea pervertipennis,
4304,Geometridae,Idaea,posides,,Idaea posides,
4305,Geometridae,Idaea,prolixa,,Idaea prolixa,
4306,Geometridae,Idaea,prusias,,Idaea prusias,
4307,Geometridae,Idaea,purpureovittata,,Idaea purpureovittata,
4308,Geometridae,Idaea,rosinaria,,Idaea rosinaria,
4309,Geometridae,Idaea,saturata,,Idaea saturata,
4310,Geometridae,Idaea,similinea,,Idaea similinea,
4311,Geometridae,Idaea,speciosa,,Idaea speciosa,
4312,Geometridae,Idaea,subcrinita,,Idaea subcrinita,
4313,Geometridae,Idaea,subfervens,,Idaea subfervens,
4314,Geometridae,Idaea,subnita,,Idaea subnita,
4315,Geometridae,Idaea,tacturata,,Idaea tacturata,
4316,Geometridae,Idaea,triangulata,,Idaea triangulata,
4317,Geometridae,Idaea,ustimargo,,Idaea ustimargo,
4318,Geometridae,Idaea,vagula,,Idaea vagula,
4319,Geometridae,Idaea,zoalma,,Idaea zoalma,
4320,Geometridae,Lobocleta,flavistigma,,Lobocleta flavistigma,
4321,Geometridae,Lobocleta,griseolimbata,,Lobocleta griseolimbata,
4322,Geometridae,Lobocleta,malvina,,Lobocleta malvina,
4323,Geometridae,Lobocleta,mutuataria,,Lobocleta mutuataria,
4324,Geometridae,Lobocleta,subcincta,,Lobocleta subcincta,
4325,Geometridae,Lobocleta,tenellata,,Lobocleta tenellata,
4326,Geometridae,Lophochorista,calliope,,Lophochorista calliope,
4327,Geometridae,Lophosis,labeculata,,Lophosis labeculata,
4328,Geometridae,Ptychamalia,BioLep208,,Ptychamalia BioLep208,
4329,Geometridae,Ptychamalia,cumana,,Ptychamalia cumana,
4330,Geometridae,Ptychamalia,grisescens,,Ptychamalia grisescens,
4331,Geometridae,Tricentrogyna,colligata,,Tricentrogyna colligata,
4332,Geometridae,Tricentrogyna,deportata,,Tricentrogyna deportata,
4333,Geometridae,Tricentrogyna,flexivitta,,Tricentrogyna flexivitta,
4334,Geometridae,Tricentrogyna,praecellens,,Tricentrogyna praecellens,
4335,Geometridae,Tricentrogyna,priscilla,,Tricentrogyna priscilla,
4336,Geometridae,Tricentrogyna,subfuscicosta,,Tricentrogyna subfuscicosta,
4337,Geometridae,Tricentrogyna,vinacea,,Tricentrogyna vinacea,
4338,Geometridae,Tricentrogyna,violescens,,Tricentrogyna violescens,
4339,Glyphipterigidae,Cotaena,plenella,,Cotaena plenella,
4340,Glyphipterigidae,Antipastis,xylophragma,,Antipastis xylophragma,
4341,Glyphipterigidae,Diploschizia,impigritella,,Diploschizia impigritella,
4342,Glyphipterigidae,Glyphipterix,palpella,,Glyphipterix palpella,
4343,Gracillariidae,Eucosmophora,atlantis,,Eucosmophora atlantis,
4344,Gracillariidae,Eucosmophora,ingae,,Eucosmophora ingae,
4345,Gracillariidae,Eucosmophora,pouteriae,,Eucosmophora pouteriae,
4346,Gracillariidae,Caloptilia,perseae,,Caloptilia perseae,
4347,Gracillariidae,Chileoptilia,yaroella,,Chileoptilia yaroella,
4348,Gracillariidae,Gracillariidae,sp.1,,Gracillariidae sp.1,
4349,Gracillariidae,Gracillariidae,sp.2,,Gracillariidae sp.2,
4350,Gracillariidae,Gracillariidae,sp.3,,Gracillariidae sp.3,
4351,Gracillariidae,Gracillariidae,sp.4,,Gracillariidae sp.4,
4352,Gracillariidae,Gracillariidae,sp.5,,Gracillariidae sp.5,
4353,Gracillariidae,Gracillariidae,sp.6,,Gracillariidae sp.6,
4354,Gracillariidae,Macrosaccus,gliricideae,,Macrosaccus gliricideae,
4355,Gracillariidae,Neurostrota,gunniella,,Neurostrota gunniella,
4356,Gracillariidae,Phyllocnistis,citrella,,Phyllocnistis citrella,
4357,Gracillariidae,Phyllocnistis,drimiphaga,,Phyllocnistis drimiphaga,
4358,Gracillariidae,Phyllocnistis,maxberryi,,Phyllocnistis maxberryi,
4359,Gracillariidae,Phyllocnistis,meliacella,,Phyllocnistis meliacella,
4360,Gracillariidae,Phyllocnistis,trichiliae,,Phyllocnistis trichiliae,
4361,Gracillariidae,Phyllocnistis,tropaeolicola,,Phyllocnistis tropaeolicola,
4362,Hedylidae,Macrosoma,albida,,Macrosoma albida,
4363,Hedylidae,Macrosoma,amaculata,,Macrosoma amaculata,
4364,Hedylidae,Macrosoma,bahiata,,Macrosoma bahiata,
4365,Hedylidae,Macrosoma,cascaria,,Macrosoma cascaria,
4366,Hedylidae,Macrosoma,conifera,,Macrosoma conifera,
4367,Hedylidae,Macrosoma,costilunata,,Macrosoma costilunata,
4368,Hedylidae,Macrosoma,heliconiaria,,Macrosoma heliconiaria,
4369,Hedylidae,Macrosoma,hyacinthina,,Macrosoma hyacinthina,
4370,Hedylidae,Macrosoma,intermedia,,Macrosoma intermedia,
4371,Hedylidae,Macrosoma,lucivittata,,Macrosoma lucivittata,
4372,Hedylidae,Macrosoma,muscerdata,,Macrosoma muscerdata,
4373,Hedylidae,Macrosoma,nigrimacula,,Macrosoma nigrimacula,
4374,Hedylidae,Macrosoma,rubedinaria,,Macrosoma rubedinaria,
4375,Hedylidae,Macrosoma,semiermis,,Macrosoma semiermis,
4376,Hedylidae,Macrosoma,tipulata,,Macrosoma tipulata,
4377,Hedylidae,Phellinodes,gratiosa,,Phellinodes gratiosa,
4378,Heliodinidae,Pseudastasia,opulenta,,Pseudastasia opulenta,
4379,Hepialidae,Aepytus,serta,,Aepytus serta,
4380,Hepialidae,Druceiella,metellus,,Druceiella metellus,
4381,Hepialidae,Gymelloxes,prosopus,,Gymelloxes prosopus,
4382,Hepialidae,Gymelloxes,terea,,Gymelloxes terea,
4383,Hepialidae,Hampsoniella,assa,,Hampsoniella assa,
4384,Hepialidae,Phassus,aurigenus,,Phassus aurigenus,
4385,Hepialidae,Phassus,championi,,Phassus championi,
4386,Hepialidae,Phassus,costaricensis,,Phassus costaricensis,
4387,Hepialidae,Phassus,huebneri,,Phassus huebneri,
4388,Hepialidae,Phassus,n-signatus,,Phassus n-signatus,
4389,Hepialidae,Phassus,triangularis,,Phassus triangularis,
4390,Hepialidae,Phassus,violetteae,,Phassus violetteae,
4391,Hepialidae,Pseudodalaca,sp.1,,Pseudodalaca sp.1,
4392,Hepialidae,Pseudodalaca,sp.2,,Pseudodalaca sp.2,
4393,Hepialidae,Schausiana,pharus,,Schausiana pharus,
4394,Hepialidae,Hepialidae,sp.1,,Hepialidae sp.1,
5066,Hyblaeidae,Hyblaea,puera,,Hyblaea puera,
5067,Lacturidae,Enaemia,subfervens,,Enaemia subfervens,
5068,Lacturidae,Lactura,citrina,,Lactura citrina,
5069,Lacturidae,Lactura,euthoracica,,Lactura euthoracica,
5070,Lacturidae,Lactura,irrorata,,Lactura irrorata,
5071,Lacturidae,Lactura,schedoxantha,,Lactura schedoxantha,
5072,Lacturidae,Lactura,spatula,,Lactura spatula,
5073,Lasiocampidae,Eutachyptera,psidii,,Eutachyptera psidii,
5074,Lasiocampidae,Prorifrons,angustipennis,,Prorifrons angustipennis,
5075,Lasiocampidae,Prorifrons,antonia,,Prorifrons antonia,
5076,Lasiocampidae,Prorifrons,nox,,Prorifrons nox,
5077,Lasiocampidae,Prorifrons,rufescens,,Prorifrons rufescens,
5078,Lasiocampidae,Prorifrons,tremula,,Prorifrons tremula,
5079,Lasiocampidae,Prorifrons,vibrans,,Prorifrons vibrans,
5080,Lasiocampidae,Apotolype,blanchardi,,Apotolype blanchardi,
5081,Lasiocampidae,Apotolype,brevicrista,,Apotolype brevicrista,
5082,Lasiocampidae,Artace,cribraria,,Artace cribraria,
5083,Lasiocampidae,Artace,pelia,,Artace pelia,
5084,Lasiocampidae,Euglyphis,albigrisea,,Euglyphis albigrisea,
5085,Lasiocampidae,Euglyphis,amathuria,,Euglyphis amathuria,
5086,Lasiocampidae,Euglyphis,asapha,,Euglyphis asapha,
5087,Lasiocampidae,Euglyphis,attenuata,,Euglyphis attenuata,
5088,Lasiocampidae,Euglyphis,barda,,Euglyphis barda,
5089,Lasiocampidae,Euglyphis,binuba,,Euglyphis binuba,
5090,Lasiocampidae,Euglyphis,braganza,,Euglyphis braganza,
5091,Lasiocampidae,Euglyphis,braganzoides,,Euglyphis braganzoides,
5092,Lasiocampidae,Euglyphis,canities,,Euglyphis canities,
5093,Lasiocampidae,Euglyphis,capillata,,Euglyphis capillata,
5094,Lasiocampidae,Euglyphis,cariosa,,Euglyphis cariosa,
5095,Lasiocampidae,Euglyphis,carola,,Euglyphis carola,
5096,Lasiocampidae,Euglyphis,celebris,,Euglyphis celebris,
5097,Lasiocampidae,Euglyphis,charax,,Euglyphis charax,
5098,Lasiocampidae,Euglyphis,consolabilis,colombiensis,Euglyphis consolabilis,
5099,Lasiocampidae,Euglyphis,definita,,Euglyphis definita,
5100,Lasiocampidae,Euglyphis,deusta,,Euglyphis deusta,
5101,Lasiocampidae,Euglyphis,directa,,Euglyphis directa,
5102,Lasiocampidae,Euglyphis,durtea,,Euglyphis durtea,
5103,Lasiocampidae,Euglyphis,egra,,Euglyphis egra,
5104,Lasiocampidae,Euglyphis,elena,,Euglyphis elena,
5105,Lasiocampidae,Euglyphis,fibra,,Euglyphis fibra,
5106,Lasiocampidae,Euglyphis,gera,,Euglyphis gera,
5107,Lasiocampidae,Euglyphis,gutturalis,,Euglyphis gutturalis,
5108,Lasiocampidae,Euglyphis,inconspicua,,Euglyphis inconspicua,
5109,Lasiocampidae,Euglyphis,indentata,,Euglyphis indentata,
5110,Lasiocampidae,Euglyphis,inflata,,Euglyphis inflata,
5111,Lasiocampidae,Euglyphis,isolina,,Euglyphis isolina,
5112,Lasiocampidae,Euglyphis,jeba,,Euglyphis jeba,
5113,Lasiocampidae,Euglyphis,jessiehillae,,Euglyphis jessiehillae,
5114,Lasiocampidae,Euglyphis,juliana,,Euglyphis juliana,
5115,Lasiocampidae,Euglyphis,lanea,,Euglyphis lanea,
5116,Lasiocampidae,Euglyphis,lankesteri,,Euglyphis lankesteri,
5117,Lasiocampidae,Euglyphis,laronia,,Euglyphis laronia,
5118,Lasiocampidae,Euglyphis,larunda,,Euglyphis larunda,
5119,Lasiocampidae,Euglyphis,larundina,,Euglyphis larundina,
5120,Lasiocampidae,Euglyphis,laverna,,Euglyphis laverna,
5121,Lasiocampidae,Euglyphis,lepta,,Euglyphis lepta,
5122,Lasiocampidae,Euglyphis,libnites,,Euglyphis libnites,
5123,Lasiocampidae,Euglyphis,limba,,Euglyphis limba,
5124,Lasiocampidae,Euglyphis,lola,,Euglyphis lola,
5125,Lasiocampidae,Euglyphis,maria,,Euglyphis maria,
5126,Lasiocampidae,Euglyphis,melancholica,,Euglyphis melancholica,
5127,Lasiocampidae,Euglyphis,modesta,,Euglyphis modesta,
5128,Lasiocampidae,Euglyphis,nebula,,Euglyphis nebula,
5129,Lasiocampidae,Euglyphis,necopina,,Euglyphis necopina,
5130,Lasiocampidae,Euglyphis,obliterata,,Euglyphis obliterata,
5131,Lasiocampidae,Euglyphis,ornata,,Euglyphis ornata,
5132,Lasiocampidae,Euglyphis,palma,,Euglyphis palma,
5133,Lasiocampidae,Euglyphis,phedonioides,,Euglyphis phedonioides,
